gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d043877,1.59 ,0.37 ,0.17 ,1.18 ,0.75 ,0.80 ,1.15 ,0.70 ,0.21 ,0.25 ,0.31 ,0.25 ,0.12 ,0.22 ,0.59 ,0.48 ,0.45 ,0.53 ,0.43 ,0.73 ,0.65 ,0.54 ,1.31 ,1.20 ,1.34 ,2.47 ,1.13 ,1.04 ,0.88 ,1.10 ,1.85 ,0.58 ,0.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.07 ,0.00 ,0.13 ,0.00 ,0.00 ,0.00 ,0.06 ,0.00 ,0.26 ,0.51 ,0.47 ,0.12 ,0.15 ,0.47 ,0.19 ,0.17 ,0.43 ,0.46 ,0.44 ,0.00 ,0.12 ,0.15 ,0.40 ,0.00 ,0.22 ,0.00 ,0.00 ,0.09 ,0.27 ,0.00 ,0.42 ,0.46 ,0.21 ,0.16 ,0.04 ,0.44 ,0.25 ,0.25 ,0.00 ,0.43 ,0.95 ,0.00 ,0.22 ,0.23 ,0.00 ,0.00 ,0.22 ,0.84 ,0.09 ,0.18 ,0.07 ,0.00 ,0.00 ,0.00 ,0.21 ,0.72 ,0.00 ,0.17 ,0.06 ,0.49 ,0.30 ,0.00 ,0.07 ,0.21 ,0.00 ,0.00 ,0.00 ,0.06 ,0.91 ,0.72 
Zm00001d022517,0.11 ,0.14 ,0.34 ,0.14 ,0.28 ,0.53 ,0.34 ,0.32 ,0.22 ,0.46 ,0.31 ,0.51 ,0.58 ,0.22 ,0.13 ,0.35 ,0.57 ,0.16 ,0.10 ,0.19 ,0.40 ,0.79 ,0.72 ,0.71 ,0.60 ,1.06 ,1.83 ,2.33 ,1.98 ,3.12 ,2.14 ,1.13 ,1.07 ,0.88 ,1.01 ,0.30 ,1.19 ,1.09 ,0.81 ,1.25 ,0.89 ,0.73 ,1.04 ,0.75 ,0.63 ,0.30 ,0.86 ,1.04 ,0.67 ,1.80 ,6.61 ,7.97 ,13.65 ,8.21 ,10.67 ,13.44 ,41.53 ,73.30 ,31.98 ,38.01 ,49.78 ,14.90 ,5.29 ,0.20 ,0.63 ,0.45 ,0.31 ,0.38 ,0.64 ,1.19 ,1.89 ,3.14 ,3.69 ,4.60 ,6.40 ,8.76 ,8.51 ,11.77 ,21.70 ,16.69 ,3.90 ,2.94 ,8.29 ,3.73 ,20.85 ,3.89 ,6.83 ,0.67 ,1.05 ,1.15 ,3.57 ,0.23 ,1.09 ,1.44 ,0.28 ,0.32 ,1.05 ,45.06 ,0.42 ,0.38 ,2.54 ,0.40 ,1.49 ,1.20 ,1.28 ,3.95 ,7.93 
Zm00001d021069,0.40 ,0.40 ,0.34 ,0.72 ,1.07 ,1.15 ,0.89 ,1.33 ,0.86 ,0.96 ,0.44 ,0.74 ,0.56 ,0.43 ,0.51 ,0.38 ,0.43 ,0.46 ,0.72 ,0.49 ,0.58 ,0.44 ,0.35 ,1.02 ,0.89 ,1.02 ,0.72 ,1.46 ,0.98 ,0.91 ,0.99 ,0.19 ,0.10 ,0.09 ,0.13 ,0.73 ,0.35 ,0.36 ,1.29 ,1.27 ,0.91 ,0.36 ,0.22 ,0.95 ,0.46 ,1.35 ,0.16 ,0.00 ,0.09 ,0.09 ,0.26 ,0.00 ,0.75 ,0.40 ,0.34 ,0.17 ,0.82 ,0.81 ,0.43 ,0.59 ,1.31 ,2.21 ,2.19 ,0.87 ,1.28 ,0.54 ,0.36 ,0.71 ,0.20 ,0.22 ,0.73 ,0.37 ,0.47 ,0.45 ,0.49 ,0.27 ,0.80 ,0.76 ,0.95 ,1.23 ,0.20 ,0.52 ,0.81 ,1.17 ,0.07 ,1.34 ,2.40 ,1.10 ,0.97 ,0.56 ,8.73 ,1.02 ,1.06 ,1.49 ,0.23 ,0.21 ,0.00 ,8.66 ,0.48 ,0.28 ,4.15 ,0.09 ,0.55 ,0.57 ,0.81 ,4.44 ,3.93 
Zm00001d043921,0.18 ,0.10 ,0.17 ,0.18 ,0.12 ,0.14 ,0.41 ,0.14 ,0.57 ,0.23 ,0.39 ,0.27 ,0.25 ,0.27 ,0.66 ,0.21 ,0.47 ,0.20 ,0.25 ,0.32 ,0.93 ,0.55 ,2.02 ,2.75 ,2.21 ,3.10 ,3.05 ,8.05 ,5.01 ,4.61 ,6.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.26 ,0.21 ,0.39 ,0.61 ,0.11 ,0.48 ,0.17 ,0.30 ,0.26 ,0.05 ,0.00 ,0.06 ,0.08 ,0.22 ,0.56 ,0.67 ,1.00 ,1.00 ,1.29 ,2.32 ,2.24 ,0.93 ,1.81 ,3.62 ,0.65 ,0.26 ,0.39 ,0.72 ,1.33 ,1.12 ,3.96 ,3.12 ,1.51 ,0.57 ,1.77 ,2.84 ,1.72 ,3.18 ,3.16 ,2.81 ,1.62 ,1.23 ,0.80 ,0.46 ,1.22 ,0.97 ,1.03 ,1.63 ,0.34 ,1.79 ,0.10 ,0.28 ,5.16 ,18.96 ,1.30 ,0.22 ,0.42 ,3.04 ,2.83 ,0.00 ,13.03 ,0.03 ,0.10 ,14.61 ,0.13 ,0.29 ,0.25 ,0.28 ,22.97 ,10.35 
Zm00001d008403,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.00 ,0.10 ,0.00 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.16 ,0.14 ,0.62 ,0.73 ,1.31 ,3.90 ,4.37 ,0.46 ,1.46 ,1.36 ,3.85 ,0.26 ,1.46 ,2.07 ,0.69 ,4.23 ,5.74 ,5.58 ,4.76 ,3.76 ,1.66 ,1.03 ,45.73 ,71.08 ,253.55 ,331.42 ,421.34 ,349.17 ,454.48 ,435.98 ,449.62 ,471.16 ,445.23 ,398.94 ,301.80 ,153.21 ,217.34 ,155.38 ,24.39 ,0.00 ,9.93 ,1.94 ,2.99 ,0.98 ,33.03 ,170.95 ,396.61 ,304.25 ,259.39 ,221.59 ,212.47 ,198.94 ,200.51 ,254.08 ,114.20 ,46.47 ,1.87 ,6.07 ,30.16 ,6.03 ,0.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.80 ,0.05 ,0.00 ,0.00 ,0.00 ,0.26 ,0.23 ,0.11 ,0.04 ,0.11 ,0.43 
Zm00001d025684,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.07 ,0.00 ,0.10 ,0.07 ,0.07 ,0.47 ,0.47 ,0.63 ,1.16 ,1.12 ,1.02 ,0.00 ,0.79 ,0.07 ,0.00 ,0.00 ,0.00 ,0.05 ,0.10 ,0.00 ,0.06 ,0.00 ,0.07 ,0.00 ,0.00 ,0.00 ,0.85 ,1.39 ,1.07 ,0.36 ,0.18 ,1.53 ,0.74 ,1.17 ,0.76 ,0.89 ,0.55 ,0.00 ,0.05 ,0.16 ,0.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.23 ,0.84 ,1.60 ,1.02 ,0.63 ,1.44 ,0.61 ,0.92 ,0.18 ,0.29 ,0.53 ,0.13 ,0.07 ,0.11 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,0.96 ,0.05 ,0.04 ,0.54 ,0.00 ,0.05 ,0.00 ,0.00 ,0.08 ,0.04 ,0.00 ,0.15 ,0.08 ,0.09 ,0.09 ,0.00 ,0.28 ,0.68 ,0.63 ,0.17 ,0.00 
Zm00001d040189,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.44 ,0.00 ,0.09 ,0.00 ,0.12 ,0.00 ,0.08 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.15 ,0.23 ,0.81 ,2.77 ,2.71 ,0.47 ,0.26 ,0.44 ,1.10 ,0.00 ,0.45 ,0.30 ,0.45 ,3.39 ,4.51 ,3.70 ,4.15 ,1.73 ,2.01 ,0.27 ,50.24 ,150.93 ,301.55 ,169.36 ,139.67 ,150.22 ,157.29 ,156.83 ,190.56 ,172.41 ,230.63 ,134.23 ,230.10 ,146.61 ,190.95 ,75.69 ,8.86 ,0.00 ,5.29 ,1.04 ,1.07 ,1.04 ,43.71 ,207.28 ,239.57 ,156.45 ,177.38 ,137.37 ,138.96 ,147.78 ,127.91 ,182.61 ,92.19 ,36.45 ,2.50 ,8.99 ,32.74 ,4.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d005028,0.08 ,0.00 ,0.00 ,0.00 ,0.02 ,0.04 ,0.08 ,0.06 ,0.14 ,0.00 ,0.03 ,0.10 ,0.16 ,0.23 ,0.31 ,0.31 ,0.31 ,0.44 ,0.18 ,0.40 ,0.84 ,0.71 ,0.46 ,1.00 ,0.64 ,0.64 ,1.39 ,2.89 ,1.67 ,1.30 ,1.71 ,0.00 ,0.29 ,0.00 ,0.13 ,0.20 ,0.00 ,0.03 ,0.00 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,0.07 ,0.20 ,0.70 ,2.49 ,5.15 ,7.27 ,11.69 ,5.90 ,8.25 ,6.21 ,5.25 ,4.09 ,3.26 ,2.13 ,2.07 ,2.79 ,2.64 ,0.84 ,0.73 ,0.00 ,0.26 ,0.52 ,0.49 ,1.03 ,1.57 ,2.67 ,7.89 ,6.63 ,4.40 ,5.35 ,3.92 ,4.51 ,3.05 ,2.00 ,2.00 ,2.07 ,1.43 ,0.96 ,0.85 ,0.51 ,0.10 ,0.20 ,0.93 ,0.15 ,0.09 ,0.22 ,0.10 ,0.42 ,1.35 ,0.36 ,0.13 ,0.04 ,0.00 ,6.65 ,0.13 ,0.31 ,0.62 ,0.75 ,0.09 ,0.18 ,0.09 ,3.70 ,1.97 
Zm00001d021415,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.09 ,0.30 ,0.20 ,0.23 ,0.48 ,0.83 ,1.95 ,2.04 ,0.90 ,1.62 ,1.29 ,1.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.63 ,1.59 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.22 ,2.18 ,2.74 ,0.59 ,0.08 ,0.08 ,0.00 ,0.00 ,0.06 ,0.00 ,0.07 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d047967,0.01 ,0.02 ,0.42 ,0.00 ,0.03 ,0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.07 ,0.06 ,0.00 ,0.11 ,0.00 ,0.28 ,0.00 ,0.15 ,0.18 ,0.09 ,0.24 ,0.05 ,0.12 ,0.03 ,0.20 ,0.36 ,0.50 ,1.47 ,0.37 ,0.35 ,0.06 ,0.12 ,0.00 ,0.11 ,0.00 ,0.13 ,0.00 ,0.09 ,0.00 ,0.00 ,0.10 ,0.06 ,0.35 ,0.12 ,0.06 ,1.67 ,1.50 ,2.41 ,0.77 ,1.20 ,2.14 ,1.45 ,1.39 ,1.32 ,0.89 ,0.00 ,0.38 ,1.17 ,0.62 ,0.61 ,1.71 ,1.84 ,0.00 ,0.05 ,0.08 ,0.05 ,0.53 ,0.75 ,1.56 ,1.03 ,0.53 ,1.72 ,0.59 ,0.17 ,2.23 ,0.58 ,1.14 ,1.27 ,0.74 ,0.70 ,0.00 ,0.60 ,0.31 ,0.00 ,3.32 ,2.20 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,1.98 ,0.00 ,0.00 ,0.04 ,0.05 ,0.00 ,0.00 ,0.38 ,0.00 ,0.18 ,0.04 ,0.04 ,2.92 ,3.44 
Zm00001d027388,0.47 ,0.47 ,0.63 ,0.48 ,0.38 ,0.40 ,0.40 ,0.37 ,0.70 ,0.60 ,1.03 ,0.14 ,0.42 ,0.16 ,0.45 ,0.43 ,0.23 ,0.46 ,0.57 ,0.71 ,0.44 ,0.21 ,0.42 ,0.42 ,0.40 ,0.65 ,0.45 ,0.66 ,0.44 ,1.00 ,0.74 ,0.51 ,1.14 ,0.28 ,0.28 ,1.59 ,0.76 ,0.34 ,1.06 ,0.00 ,0.33 ,0.25 ,0.39 ,0.23 ,0.00 ,0.12 ,0.54 ,0.31 ,0.08 ,0.36 ,0.16 ,0.59 ,0.27 ,0.06 ,0.55 ,0.27 ,0.70 ,0.00 ,0.25 ,0.32 ,0.32 ,0.00 ,0.06 ,0.40 ,0.29 ,0.18 ,1.27 ,0.62 ,0.20 ,0.07 ,0.00 ,0.08 ,0.10 ,0.33 ,0.35 ,0.00 ,0.70 ,0.33 ,0.51 ,0.29 ,0.31 ,0.25 ,0.66 ,0.07 ,0.04 ,0.34 ,0.12 ,0.13 ,0.26 ,0.00 ,0.17 ,0.00 ,0.06 ,0.32 ,0.48 ,0.27 ,0.00 ,0.00 ,0.77 ,0.72 ,0.00 ,0.36 ,0.39 ,0.23 ,0.42 ,0.16 ,0.00 
Zm00001d031501,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.19 ,0.00 ,0.08 ,0.00 ,0.04 ,0.00 ,0.05 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.28 ,0.39 ,1.15 ,0.97 ,3.01 ,2.34 ,1.16 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.94 ,2.13 ,0.35 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.85 ,0.00 ,0.00 ,0.00 ,0.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.24 ,0.32 ,0.61 ,0.94 ,0.79 ,0.19 ,1.19 ,0.00 ,0.47 ,0.43 ,0.00 ,0.49 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d017899,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.64 ,0.00 ,0.05 ,0.00 ,0.04 ,0.00 ,0.21 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.05 ,1.61 ,0.67 ,0.44 ,0.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.22 ,0.00 ,0.00 ,0.00 ,0.38 ,0.00 ,0.00 ,1.89 ,2.14 ,0.40 ,0.40 ,1.86 ,0.85 ,0.85 ,1.69 ,1.51 ,1.73 ,3.86 ,1.92 ,0.50 ,0.53 ,0.20 ,0.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.13 ,0.70 ,4.52 ,1.08 ,2.59 ,4.29 ,4.37 ,1.79 ,2.68 ,0.22 ,4.37 ,2.25 ,0.00 ,3.32 ,0.00 ,0.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.17 ,0.65 ,0.23 ,0.60 ,0.16 ,0.00 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,0.00 ,0.14 ,0.15 
Zm00001d031500,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.12 ,0.00 ,0.28 ,0.35 ,1.29 ,1.29 ,3.56 ,2.90 ,1.59 ,1.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,5.56 ,0.45 ,0.00 ,0.00 ,0.00 ,0.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.47 ,4.79 ,1.76 ,2.84 ,1.44 ,0.53 ,0.11 ,1.37 ,0.00 ,0.40 ,0.15 ,0.28 ,0.00 ,0.00 ,0.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d006791,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.34 ,0.00 ,0.25 ,0.00 ,0.05 ,0.00 ,0.06 ,0.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.06 ,4.25 ,9.66 ,9.68 ,61.22 ,56.60 ,145.29 ,144.88 ,119.76 ,143.49 ,94.49 ,89.75 ,0.00 ,0.00 ,0.00 ,0.30 ,0.00 ,0.63 ,0.00 ,0.00 ,0.00 ,0.14 ,0.41 ,0.00 ,0.00 ,0.46 ,0.00 ,550.07 ,275.91 ,13.40 ,28.86 ,29.70 ,18.34 ,19.40 ,34.29 ,18.00 ,21.07 ,9.26 ,3.86 ,8.72 ,2.53 ,4.30 ,1.56 ,0.00 ,0.46 ,1.08 ,1.68 ,40.99 ,185.02 ,271.36 ,48.95 ,53.21 ,46.55 ,54.60 ,20.04 ,24.52 ,18.51 ,23.35 ,23.16 ,15.03 ,4.69 ,1.51 ,1.83 ,5.11 ,1.60 ,0.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.16 
Zm00001d040952,0.07 ,0.17 ,0.02 ,0.05 ,0.15 ,0.04 ,0.03 ,0.02 ,0.10 ,0.13 ,0.20 ,0.09 ,0.16 ,0.12 ,0.03 ,0.04 ,0.01 ,0.20 ,0.05 ,0.08 ,0.17 ,0.30 ,0.26 ,0.76 ,0.87 ,1.37 ,1.92 ,1.61 ,2.06 ,3.20 ,2.19 ,0.00 ,0.09 ,0.10 ,0.04 ,0.00 ,0.38 ,0.09 ,0.21 ,0.06 ,0.00 ,0.11 ,0.23 ,0.19 ,0.62 ,0.25 ,5.03 ,4.66 ,3.26 ,1.89 ,2.59 ,2.46 ,2.70 ,3.01 ,3.06 ,1.99 ,1.36 ,2.76 ,3.39 ,1.73 ,4.04 ,2.24 ,3.39 ,0.21 ,0.29 ,0.32 ,0.16 ,1.48 ,2.13 ,3.65 ,0.93 ,1.63 ,3.53 ,2.02 ,2.29 ,3.71 ,1.60 ,1.59 ,1.59 ,0.46 ,2.07 ,1.18 ,1.04 ,1.46 ,0.00 ,0.00 ,0.04 ,0.00 ,0.03 ,0.05 ,0.06 ,0.00 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,0.49 ,0.00 ,0.00 ,0.22 ,0.04 ,0.00 ,0.05 ,0.00 ,0.12 ,0.04 
Zm00001d040254,1.00 ,1.83 ,2.58 ,2.99 ,2.43 ,1.66 ,1.07 ,1.84 ,1.47 ,1.14 ,2.40 ,1.42 ,2.02 ,1.97 ,1.87 ,1.43 ,1.70 ,2.01 ,1.43 ,1.75 ,1.42 ,1.44 ,1.58 ,1.72 ,2.68 ,2.83 ,2.99 ,2.86 ,3.49 ,3.25 ,2.35 ,1.15 ,0.15 ,0.17 ,0.61 ,0.21 ,0.40 ,0.54 ,0.69 ,0.31 ,1.38 ,0.30 ,0.23 ,0.78 ,1.04 ,0.84 ,1.30 ,0.25 ,0.62 ,0.25 ,0.27 ,0.00 ,0.11 ,0.13 ,0.07 ,0.26 ,0.00 ,0.37 ,0.00 ,0.25 ,1.04 ,1.23 ,1.17 ,0.49 ,0.07 ,0.54 ,0.25 ,0.47 ,0.54 ,0.42 ,0.13 ,0.22 ,0.62 ,0.14 ,0.41 ,0.00 ,0.22 ,0.45 ,0.15 ,0.95 ,0.68 ,0.10 ,0.89 ,1.15 ,0.41 ,2.46 ,2.22 ,1.48 ,1.31 ,11.03 ,7.22 ,4.51 ,2.47 ,4.03 ,5.23 ,6.23 ,0.00 ,1.07 ,2.17 ,1.96 ,1.62 ,0.29 ,2.26 ,2.58 ,2.38 ,2.94 ,2.91 
Zm00001d044953,5.81 ,6.76 ,7.52 ,7.87 ,6.20 ,9.10 ,7.14 ,7.96 ,8.63 ,5.45 ,8.31 ,4.81 ,7.74 ,6.08 ,6.95 ,5.60 ,7.31 ,6.28 ,7.14 ,7.61 ,6.21 ,5.93 ,5.53 ,6.21 ,8.01 ,8.65 ,7.94 ,10.42 ,12.08 ,13.41 ,9.56 ,2.70 ,0.87 ,1.30 ,0.86 ,2.14 ,0.38 ,0.86 ,1.81 ,0.29 ,0.28 ,0.09 ,0.33 ,0.71 ,0.29 ,0.30 ,5.54 ,3.19 ,2.21 ,0.81 ,0.92 ,0.57 ,1.31 ,0.76 ,0.62 ,1.20 ,1.55 ,0.65 ,0.85 ,1.43 ,0.81 ,1.49 ,0.97 ,2.35 ,2.05 ,1.98 ,1.24 ,2.94 ,2.73 ,0.36 ,0.74 ,1.21 ,0.42 ,0.68 ,1.82 ,1.34 ,0.43 ,1.04 ,0.00 ,1.85 ,0.35 ,0.71 ,0.43 ,1.26 ,2.10 ,13.25 ,11.08 ,10.15 ,10.68 ,9.63 ,1.74 ,1.93 ,2.62 ,3.57 ,6.33 ,7.99 ,0.27 ,2.96 ,8.53 ,6.86 ,2.38 ,2.95 ,10.59 ,9.38 ,10.03 ,5.22 ,4.25 
Zm00001d050594,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.03 ,0.67 ,0.39 ,0.98 ,1.13 ,2.23 ,3.16 ,1.96 ,2.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.61 ,8.40 ,0.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.10 ,2.02 ,4.21 ,2.97 ,1.76 ,1.62 ,2.60 ,0.45 ,1.12 ,1.68 ,1.26 ,0.46 ,1.37 ,0.14 ,0.00 ,0.16 ,0.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d024350,0.00 ,0.38 ,0.00 ,0.00 ,0.11 ,0.47 ,0.00 ,0.08 ,0.28 ,0.47 ,1.03 ,0.94 ,1.24 ,1.05 ,1.66 ,0.59 ,4.30 ,3.50 ,3.28 ,2.34 ,7.85 ,9.51 ,6.79 ,14.31 ,17.05 ,29.51 ,26.37 ,31.40 ,38.95 ,42.70 ,19.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.46 ,0.00 ,34.05 ,21.88 ,0.78 ,0.35 ,0.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.70 ,3.61 ,2.78 ,11.68 ,10.76 ,0.29 ,0.43 ,0.20 ,1.90 ,0.52 ,0.75 ,0.72 ,0.39 ,0.88 ,0.00 ,0.00 ,0.00 ,1.06 ,1.10 ,0.30 ,0.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.25 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.45 ,0.00 
